country,destination,durations,points of interest,budgets,details
Mexico,"Mexico City, Teotihuacan",4,5,1500,"On Day 1, arrive in Mexico City and check into the Hilton Mexico City Reforma, where you can relax and settle in. Day 2 begins with a hotel breakfast, followed by a tour of Mexico City’s historic landmarks, including the Zocalo, the Metropolitan Cathedral, and the National Palace. Return to the Hilton for the night. On Day 3, enjoy breakfast before setting out for a day trip to the ancient Teotihuacan pyramids, exploring the impressive Pyramid of the Sun. After a final night at the Hilton, conclude your trip on Day 4 with breakfast before your return flight home from Mexico City."
Mexico,"Oaxaca City, Monte Albán, Mitla",5,6,1800,"On Day 1, arrive in Oaxaca City and check into the Quinta Real Oaxaca, where you can relax and settle in. Day 2 starts with breakfast at the hotel, followed by a day of exploring Oaxaca City’s highlights, including the Zocalo, the historic Santo Domingo Church, and the bustling local markets. After a restful night, enjoy breakfast on Day 3 before embarking on a day trip to the ancient ruins of Monte Albán, one of Mexico’s most significant archaeological sites. On Day 4, visit the fascinating Mitla ruins and the natural beauty of the Hierve el Agua petrified waterfalls before returning to Quinta Real Oaxaca for the night. Conclude the trip on Day 5 with a final breakfast at the hotel before your return flight home from Oaxaca City."
Mexico,"Punta Mita, Sayulita",5,6,2200,"On Day 1, arrive in Puerto Vallarta and transfer to the Four Seasons Punta Mita, where you can unwind and relax on the beach. Day 2 begins with breakfast at the hotel, followed by a leisurely day on the beach with options for water sports and a spa experience. On Day 3, take a short, 30-minute trip to the charming town of Sayulita, where you can enjoy surfing, browsing local markets, and exploring quaint cafes before returning to Punta Mita. Day 4 offers an exciting boat tour to the Marietas Islands, where you can snorkel at the famous Hidden Beach. Conclude the trip on Day 5 with a final breakfast at the hotel before your return flight home from Puerto Vallarta."
USA,"Anchorage, Talkeetna, Denali National Park",8,4,3374,"This eight-day Alaskan adventure offers travelers the opportunity to explore the state’s stunning and remote landscapes at an active pace, visiting highlights such as Harding Icefield, Kenai Fjords, Denali National Park, and Talkeetna. On Day 1, arrive and meet your group. Day 2 takes you south along the Seward Highway, offering views of cliffs, ocean, and the Chugach National Forest, before hiking to view Exit Glacier on the Harding Icefield Trail. Day 3 is a free day in Seward for optional activities like a scenic boat cruise through the Kenai fjords, hiking, or visiting the Alaska SeaLife Center. On Day 4, head north to Talkeetna, visiting the Iditarod Trail Sled Dog Museum and exploring the area by scenic flight, raft, or jet boat. Day 5 brings you to Denali National Park for a dog sledding demonstration and hiking opportunities, with time to explore the park’s unique landscapes. On Day 6, enjoy a full day in Denali, taking in the park’s flora, fauna, and mountainous terrain while keeping an eye out for wildlife. Day 7 is your farewell to Denali, followed by travel back to Anchorage, where you can join the group for a farewell dinner. Finally, Day 8 marks your departure."
USA,"Arches, Canyonlands, Capitol Reef, Bryce Canyon, Zion",8,10,3500,"This eight-day journey through Utah’s national parks begins with your arrival in Salt Lake City on Day 1, followed by check-in at Little America Hotel. On Day 2, you’ll drive to Arches National Park to explore Delicate Arch, Devil’s Garden, and Double Arch, before staying overnight at Moab Hotel. Day 3 is spent visiting Canyonlands National Park, where you’ll see Mesa Arch, Island in the Sky, and Green River Overlook. On Day 4, travel to Capitol Reef National Park, exploring the Waterpocket Fold and Hickman Bridge, staying at Capitol Reef Resort. Day 5 takes you to Bryce Canyon National Park for views from Sunset Point, the Navajo Loop Trail, and Bryce Amphitheater, with an overnight at Best Western Plus. On Day 6, you’ll visit Zion National Park to hike Angels Landing and explore The Narrows, staying at Zion Lodge. Day 7 is spent driving back to Salt Lake City, where you’ll spend the night at Little America Hotel. On Day 8, depart for your return flight home."
USA,"Aspen, Colorado",4,5,3200,"This four-day trip to Aspen begins on Day 1 with your arrival and check-in at The Little Nell, followed by time to explore downtown Aspen. Day 2 is dedicated to a full day of skiing or snowboarding at Aspen Snowmass. On Day 3, enjoy a snowshoeing adventure at Maroon Bells and explore Aspen’s shops. On Day 4, after a hotel breakfast, you’ll depart for your return flight home."
USA,"Austin, Fredericksburg, San Antonio",5,6,2300,"This five-day trip begins on Day 1 with your arrival in Austin, where you’ll check in at the Austin Marriott Downtown and explore local music venues. Day 2 includes a city tour, visiting the Texas State Capitol, South Congress Avenue, and Barton Springs. On Day 3, head to Texas Hill Country for wine tasting at local wineries and a visit to Fredericksburg, where you’ll explore its German heritage, staying at the Fredericksburg Inn & Suites. Day 4 takes you to San Antonio, where you’ll visit the Alamo, River Walk, and Market Square, staying at the Hotel Contessa. On Day 5, enjoy a final hotel breakfast before your return flight home from San Antonio."
USA,"Boston, White Mountains, Portland",7,8,2700,"This seven-day trip begins on Day 1 with your arrival in Boston, where you’ll check in at The Bostonian Boston and have time to explore the city. Day 2 includes a city tour visiting the Freedom Trail, Quincy Market, and Boston Common. On Day 3, you’ll drive to the White Mountains in New Hampshire, taking a scenic drive along the Kancamagus Highway before checking into the Omni Mount Washington Resort. Day 4 features hiking Franconia Notch and visiting Mount Washington. On Day 5, drive to Portland, Maine, to explore Old Port and Portland Head Light, staying at The Press Hotel. Day 6 is a free day to leisurely explore Portland, with the option to take a harbor cruise. On Day 7, enjoy a final hotel breakfast before returning home from Boston."
USA,"Denver, Rocky Mountain National Park",5,5,2100,"This five-day adventure begins with your arrival in Denver on Day 1, where you’ll check in at the Hyatt Regency Denver and relax. On Day 2, after a hotel breakfast, you’ll explore the Denver Art Museum, Red Rocks Amphitheater, and Union Station. Day 3 takes you to Rocky Mountain National Park for hiking and wildlife spotting, with an overnight stay at the Stanley Hotel. On Day 4, enjoy a scenic drive along Trail Ridge Road and visit Bear Lake before returning to the Stanley Hotel for the night. On Day 5, after a final breakfast, you’ll head to the airport for your return flight home from Denver."
USA,"Disney World, Universal Studios",6,7,3600,"This six-day adventure begins with your arrival in Orlando on Day 1, where you’ll check in at Disney’s Pop Century Resort and relax. Day 2 is a full day at Magic Kingdom Park, followed by another night at the same resort. On Day 3, after breakfast, you’ll spend a full day at Epcot Center, exploring both the World Showcase and Future World. Day 4 sees a switch to Loews Royal Pacific Resort as you explore Universal Studios theme park, followed by a visit to Universal’s Islands of Adventure on Day 5, including a stop at Harry Potter World. On Day 6, after breakfast, you’ll head to the airport for your return flight home from Orlando."
USA,"Glacier National Park, Montana",5,5,2000,"This five-day trip begins with your arrival in Kalispell, MT, on Day 1, where you’ll check in at Glacier Park Lodge and relax. On Day 2, after breakfast, enjoy a scenic drive along Going-to-the-Sun Road, with a stop at Logan Pass, before returning to Glacier Park Lodge. Day 3 includes a visit to Lake McDonald and a hike on the Avalanche Lake Trail, followed by another night at Glacier Park Lodge. On Day 4, you’ll head to the Many Glacier area for a wildlife safari. Finally, on Day 5, after breakfast, you’ll catch your return flight home from Kalispell."
USA,"Grand Canyon, Zion, Bryce Canyon, Yellowstone, Yosemite",10,18,5000,"This 10-day adventure starts with your arrival in Las Vegas on Day 1, where you’ll check in at The Venetian Resort. On Day 2, you’ll drive to the Grand Canyon (4.5 hours) to visit the South Rim and enjoy the scenic viewpoints, staying at Grand Canyon Village Lodge. Day 3 involves a drive to Zion National Park (3 hours) to explore Zion Canyon, Angels Landing Trail, and the Narrows, with a stay at Zion Lodge. On Day 4, you’ll drive to Bryce Canyon (1.5 hours) to visit Bryce Amphitheater, Sunset Point, and Bryce Canyon Lodge. Day 5 takes you to Yellowstone (5.5 hours) to see Old Faithful, Grand Prismatic Spring, and Yellowstone Lake, with an overnight at Old Faithful Inn. Day 6, spend the day at Yellowstone exploring the Grand Canyon of Yellowstone, Yellowstone River, and Mammoth Hot Springs. On Day 7, drive to Yosemite National Park (9 hours), staying at Yosemite Valley Lodge. Day 8 includes exploring Yosemite Falls, Half Dome, and El Capitan. Day 9 involves a drive to San Francisco (4 hours) to visit Fisherman’s Wharf, Golden Gate Bridge, and Alcatraz Island, staying at Hotel Nikko. Finally, on Day 10, you’ll depart from San Francisco and return home."
USA,"Grand Teton National Park, Yellowstone National Park",4,4,3063,"Embark on a guided tour through Yellowstone and Grand Teton National Parks, exploring the stunning Rocky Mountains with an expert naturalist guide. The adventure begins with an evening wildlife safari in Grand Teton, where you may spot bison, moose, eagles, and more, before heading to Yellowstone to witness landmarks like Oxbow Bend, Yellowstone Lake, and Lower Falls. Day 3 features a visit to the Buffalo Bill Cody Museum and a scenic drive through Chief Joseph Highway, with a potential evening safari in Lamar Valley to see wolves and grizzly bears. On Day 4, you’ll visit geyser basins like Mammoth Hot Springs and Fountain Paint Pots, explore Old Faithful, and end the tour back in Jackson Hole, Wyoming. The journey offers abundant opportunities for wildlife sightings, including grizzly bears, wolves, bison, and moose, making for an unforgettable exploration of the American wilderness."
USA,"Las Vegas, Zion National Park, Bryce Canyon, Moab, Arches and Canyonlands National Parks, Monument Valley, Antelope Canyon, Grand Canyon",9,8,4460,"Day 1 Our trip begins in the 'Neon City' of Las Vegas. We'll meet our tour leader in the lobby of the Strat Hotel, before leaving the bright lights for the wild landscapes of the southwest. Our minibus will leave the Strat Hotel at 2pm. In order to arrive at the hotel for this time, the latest your flight can arrive is 12pm. We don't provide arrival transfers on this tour, but information on how to reach the hotel will be provided in your final documentation. We'll travel together as a group to our hotel in the Utah city of Hurricane (a two-hour journey). With its warm weather and close proximity to Zion National Park, Hurricane is the perfect place to start our trip. If flight times into Las Vegas prevent you from landing at 12pm, or if you want to experience this energetic city before your tour starts, we recommend booking an additional night's accommodation at the Strat Hotel. Alternatively, there are a multitude of hotels on the famous Vegas Strip. Day 2 We'll have an early start this morning as we head into Zion National Park (a one-hour drive away). The main area of the national park that we'll visit is Zion Canyon, a 24-kilometre/15-mile rift in the beautiful red and tan Navajo sandstone. We might take a walk along the Watchman's Trail, a moderate hike of approximately two hours that will take us past many of the park's famous geological formations, including the Towers of the Virgin and the Altar of Sacrifice. The very end of the walk brings us to a spectacular overlook of the Watchman, a red rock pinnacle that dominates the skyline. Photographic opportunities are plentiful, with a great contrast between the red of the rocks and the running rivers that we'll pass. There are so many walking possibilities in Zion, and our tour leader will outline our options from the easy to the strenuous. You might like to walk up to Scout's Lookout, a meandering hike that begins with 21 steep switchbacks, known as Walter's Wiggles, and culminates in one of the most spectacular viewpoints in Zion, a challenging journey of around four hours that rewards you with breath-taking views down across the valley. There are also plenty of easier options for people to enjoy. For those of us who aren't hikers, the park's shuttle bus takes people along the valley floor with regular stops to get out, explore and jump back on the next vehicle. Quite simply, there is something in Zion for everyone. We'll return to our hotel in Hurricane this evening. Day 3 This morning, we'll set off early to Bryce Canyon (a 90-minute journey). Bryce is without doubt one of the natural highlights of this journey - a world of surreal kaleidoscopic sandstone forms that are steeped in the tales of the Paiute tribe. Legend has it that the sandstone 'hoodoos' of Bryce are in fact the petrified followers of the Coyote God, turned to stone as they stood listening to his angry tirade. Looking out over these towering pillars that litter the floor of Bryce Canyon's great amphitheatre, you could almost believe that you're facing a crowd of people, all awaiting their judgement. On arrival, we'll explore the myriad shapes and shades of this fairytale realm, hiking along the Navajo Loop, or taking in the grandeur of the Queen's Garden. Bryce was created as a national park in 1928 and as you look out across the pink, orange and red spires it is easy to sympathise with Ebenezer Bryce, a Mormon farmer who is best remembered for the profound words, 'Well it's a hell of a place to lose a cow!' Day 4 This morning, we can choose (weather dependent) to see Bryce at its most radiant, in the golden hues of sunrise as we drive up to Sunrise Point to watch the dawn break across the landscape. After breakfast, we'll drive west to Moab (a four-hour drive), taking State Highway 24 directly through the most remote and under-visited of Utah's 'Big Five' National Parks: Capitol Reef. The red-rock park encompasses a landscape of coloured sandstone cliffs, twisting canyons, monoliths and spires. We'll stop en route to take in some of the park's many awe-inspiring viewpoints before continuing to Moab. This evening, we plan to make a sunset visit to Arches National Park. It's a two-hour walk to Delicate Arch, probably one of the most iconic arches in the American Southwest. This natural rock archway is a perfect spot to watch the sunset on this magnificent landscape. After sunset, the lack of light and air pollution in the area should afford us a dazzling display of stars. After our walk, we'll head back to Moab for the evening. Day 5 Arches National Park is home to the world's largest concentration of natural sandstone arches. With over 2000 arches, giant sandstone fins, balancing rocks and towering spires, the park provides a unique setting for this morning discovery. We might take in the Devil's Garden, a three-hour hike that takes us through a landscape littered with arches, including one of the world's longest - Landscape Arch. Time-allowing we might also take a more gentle walk around The Windows Loop (approximately 90 minutes), before leaving the park. In the afternoon, we'll visit Arches' neighbouring park, and the last of Utah's Big Five National Parks, Canyonlands. The park is a wilderness of countless canyons and buttes carved by the Colorado River and its tributaries, which also divide the park into four districts: the Island in the Sky, the Needles, the Maze and the rivers themselves. We plan to head into the Island in the Sky district, where we will take an easy trail to the spectacular Mesa Arch, a natural rock arch on the edge of a cliff that gives us panoramic views of the region. We'll drive back to Moab this evening. Day 6 Today, we'll drive to the town of Page via the Navajo Reservation, the biggest in the country, founded in 1888 to provide a protected region for the Navajo people. The Navajo Nation constitutes the largest tribe left in the United States, the last survivors of a people who were decimated by the arrival of the white man and his quest for land and gold. Monument Valley lies within the heart of this vast tribal area and despite its familiarity through the exposure by Hollywood, nothing can truly prepare you for the sheer grandeur and spectacle of this incredible setting. Isolated monoliths, sandstone pinnacles and towering spires rocket skywards, above the desert floor. Here, you have the chance to take an optional guided jeep tour of the valley with a Navajo guide, affording a closer exploration of this compelling land before we head on to our night stop in Page. As we continue through native lands towards Page, the warm embrace of the late afternoon glow alters the landscape's appearance as the sun dips towards the horizon. Time permitting, we aim to experience the final dip of the sun at the famous Horseshoe Bend on the Colorado River. Day 7 This morning, we'll have the option to visit the famous Antelope Canyon, a beautiful peach-gold canyon formed by the force of flash floods coming from the plains above, or otherwise spend time at the enormous Lake Powell, with its scenic azure waters. Later, we'll continue our journey towards the southern rim of the Grand Canyon (a three-hour drive), arriving this afternoon. Once described by Theodore Roosevelt as 'the one great sight every American should see', the canyon extends 445 kilometres/283 miles from east to west, from the western edge of the Navajo Reservation to the Nevada border around Lake Mead. Reaching a depth of 1,600 miles/5,249 feet, the canyon's floor is littered with some of the oldest rocks on the planet and as we take in the views from Desert View, we'll gaze out across a land that has taken over 2 billion years to create. Day 8 This morning, you're free to explore this natural wonder at your own pace. You might like to hike various parts of the rim trail (easy to moderate walking), taking you along the top edge of the canyon with some stunning viewpoints; or perhaps the Bright Angel Trail, a steeper walk that takes you further down below the rim of the canyon. There are a multitude of different walking options available, all of which will offer you some spectacular scenery of this amazing landscape. This afternoon, we'll leave the Grand Canyon behind us and return to the big city, Las Vegas, arriving in the evening. Day 9 The trip ends after breakfast at our hotel in Las Vegas. There are no activities planned today, so you're free to depart from Las Vegas at any time. If you'd like an airport transfer today, you'll need to depart from Las Vegas International Airport (LAS), which is a 15-minute drive away."
USA,"Los Angeles, San Diego, Phoenix, Sedona, Grand Canyon National Park, Yosemite National Park, San Francisco",11,10,3819,"3 states, 11 days, 1 damn fine vacay. From the Golden Gate to the Hollywood sign, your eyes will be a popping the whole trip long. We'll feast on legit Mexican food, marvel at Joshua Trees and party in Vegas. Day1 Welcome to LA, home to celeb-swamped suburbs, blistering beaches, open-air gyms and of course, all things Hollywood. We’ll start our West Coast adventure with a visit to Beverly Hills, Mann’s Chinese Theatre (the home of the Oscars), plus a wander around Santa Monica. Does it get more star-studded than this? We think not. Day2 Today you’ll join the crew to travel the Pacific Coast Highway before winding around to the super laid back locale of San Diego. First up, we'll stop at one of the white sand beaches on the SoCal coast, then do San Diego by night hitting up the Gas Lamp District. Recline into relaxation mode and take in the laid back nature of San Diego. Day3 Now you've had a taste of living the San Diego dream, it's time to crank up the heat as we enter the desert. We say farewell to our California love and delve a little deeper inland to see what Arizona has to offer. This impressive metropolis is situated right smack bang in the middle of the desert and is a sight you won't forget anytime soon. Uninterrupted sunshine is expected for approximately 300 days a year, making this place a super steamy urban mirage perfect for shopping and sporting events. We'll enjoy an Arizonan BBQ dinner at Rustler’s Rooste. Day 4 A hot air balloon ride over the ""Valley of the Sun"" – sounds like a bucket list kind of thing (because it is) and you have the chance to tick it off the list right here. There's a champagne breakfast provided in the deal too so try to keep breathing so you don't miss out. The thrill of the desert continues and the next stop will make any nature lover weak at the knees. This location is one of the world’s most recognizable natural wonders and the pride of Arizona.  The thrill of the desert continues and the next stop will make any nature lover weak at the knees. This location is one of the world’s most recognizable natural wonders and the pride of Arizona. We'll settle in for the night before the great Grand Canyon reveals itself tomorrow. Take a step outside and take a peep at the endless starry skies, tomorrow will be a day to remember. Day 5 You deserve a full day out here to truly appreciate the wilderness taking in its dramatic scenery. This day will be like no other; beginning with a hike through the UNESCO World Heritage listed site, there's also the option of a bike ride, then the day will end with a spine-tingling sunset. Incredibly, there's also the option to view this wonder from the best and most thrill-seeking seat in the house – a helicopter. Day 6 Get ready for a full-blown, non-stop assault on the senses. This is Las Vegas - sometimes known as Sin City - a place of dreams & epic debauchery. This huge man-made entertainment precinct in the middle of the desert is all about total excess. You’ll be blinded by the bright lights and gob smacked at the thought of all that money running through more than 75 massive casinos. On arrival, enjoy a tour of the famous ‘Strip’, including  a stop for pics at the legendary Vegas sign will show you just what is on offer after dark in this absolutely outrageous city. Fremont Street is on tonight's agenda, where the main attraction is a super impressive light and laser show, before no doubt heading out and straight into what Vegas is all about. Day 7 You have today all to yourself but you’ll need to run to a tight schedule to fit in all of Vegas' weird and wonderful charms. Travel the world in a day, taking in the famous Bellagio fountain, a Venetian gondola and even an Egyptian pyramid, all whilst staying firmly within the city's realm. Feeling romantic? Stop by and see one of the many Elvis impersonators for a shotgun wedding ceremony, and maybe even get hitched yourself...(joking). Tonight you’ll witness the 24-hour party scene first hand when you head out for a night with the crew. Day 8 From the ridiculously flashy Vegas ‘Strip’ to the outdoor capital of the Sierra Nevada Mountains, this change of scenery will bring you and the crew back to nature again. Hungry for In n Out Burger? Dumb question. Get your fast food fix on this West Coast takeaway fave, then sit back and relax as we head to our next destination. Welcome to Oakhurst, a tranquil little town close to the Yosemite entrance. It's been a long day of travel, so wind down at our hotel and take in the picturesque surroundings. Fancy a dip in the pool? You got it! Nothing like much needed R&R after fast and furious Vegas. Day 9 Today's the day! We're hitting up the oh-so-lovely Yosemite. The breathtaking majesty of Yosemite National Park can only be truly appreciated in person. A land inundated with mountains, waterfalls, wildflowers & rock formations, you can stick to your trusty two feet or jump on a mountain bike to explore. Back at our Oakhurst base, you have the option to take a dip in the pool once again, if you like. Just make sure to get a good night's sleep, cuz tomorrow the Golden Gate City is gonna be all ours to explore. Day 10 Oakhurst, it's time to go. Bid farewell to this achingly picturesque spot, and get ready for some city magic. After getting a dose of San Fran exploring, spend your final night with your Contiki fam with an included dinner. There's no better way to reminisce than over a delicious meal. Day 11 And just like that, it's time for the journey to come to an end.  It's been more than real, & we sense more travels on the horizon."
USA,"Los Angeles, Santa Barbara, Big Sur, San Francisco",7,10,4200,"Embark on a memorable California adventure starting in Los Angeles, where you’ll explore the Hollywood Walk of Fame, Griffith Observatory, and the Getty Center. After a stay at the iconic Beverly Hills Hotel, drive to Santa Barbara for a visit to State Street, the Santa Barbara Mission, and the Botanic Garden. Continue your journey to Big Sur, where you’ll marvel at McWay Falls, Bixby Creek Bridge, and Point Lobos, before heading to San Francisco to explore Fisherman’s Wharf, Alcatraz Island, and the Golden Gate Bridge. Enjoy a final day in San Francisco, visiting Golden Gate Park, Chinatown, and riding the famous cable cars before your return flight home."
USA,"Los Angeles, Santa Barbara, Carmel, San Francisco",5,5,1268,"Embark on a captivating journey along the California coast, starting with a visit to Santa Barbara, where you’ll explore the historic Spanish Mission and experience the beauty of downtown. Continue to the charming Danish village of Solvang and the iconic Route 1, offering stunning coastal views, before stopping in Carmel, the home of Clint Eastwood. In winter, enjoy a peaceful stroll through Santa Barbara’s State Street Promenade and visit the picturesque Stearns Wharf. Day two takes you to San Francisco, where a bay cruise under the Golden Gate Bridge and a tour of landmarks like Union Square and Chinatown will showcase the city’s beauty. In summer, journey east to Yosemite National Park to witness its iconic waterfalls and granite peaks. Winter travelers will explore Monterey and Carmel, savoring the picturesque California coastline. On day four, head east to Las Vegas, enjoying a tour of the Strip and its legendary hotels before experiencing the Hoover Dam and returning to Los Angeles on day five, completing this unforgettable California adventure."
USA,"Los Angeles, Santa Barbara, Carmel, San Francisco, Yosemite National Park, Sedona, Monument Valley",8,3,2097,"Embark on a thrilling California and Southwest tour that showcases the best of nature, culture, and iconic landmarks. The journey begins with a visit to Santa Barbara’s Spanish Mission and the quaint town of Solvang before heading to the coastal Route 1 and Carmel. In winter, the tour continues with a scenic stop at the State Street Promenade in Santa Barbara before heading to Silicon Valley. Day two brings a San Francisco adventure, starting with a bay cruise and a tour of landmarks like the Golden Gate Bridge and Chinatown. In the summer, the itinerary leads to Yosemite National Park, while winter visitors explore Monterey and Carmel. Day four takes travelers through Death Valley to the vibrant city of Las Vegas, where you can enjoy the Strip’s dazzling hotels and shows. After a visit to Hoover Dam on day five, the journey heads east to Sedona’s red rock beauty and historic Route 66. Monument Valley’s majestic sandstone formations await on day seven, followed by a visit to Horseshoe Bend and Lake Powell. Day eight includes a breathtaking tour of Antelope Canyon and the Valley of Fire before returning to Las Vegas for the evening."
USA,"Los Angeles, Santa Barbara, Malibu",5,6,2500,"Arriving in Los Angeles, you’ll check in at Loews Santa Monica Beach Hotel and explore Venice Beach. On Day 2, enjoy a city tour visiting Santa Monica Pier, Hollywood, and Rodeo Drive, before returning to the hotel for the night. Day 3 takes you on a day trip to Malibu, just an hour’s drive away, where you’ll visit Malibu Pier, Zuma Beach, and Point Dume. On Day 4, drive to Santa Barbara (1.5 hours) to explore the Santa Barbara Mission and stroll down State Street, staying at Hotel Californian. Finally, on Day 5, after a relaxing breakfast, you’ll head back to Los Angeles for your return flight home."
USA,"Miami, Orlando, Key West, Tampa",7,10,3800,"Arriving in Miami, you’ll check in at Fontainebleau Miami Beach. On Day 2, enjoy a Miami Beach and city tour, visiting South Beach, the Art Deco District, and Little Havana, before returning to your hotel. Day 3, you’ll drive to Key West (3 hours) to explore the Southernmost Point, Ernest Hemingway Home, and Mallory Square, staying at The Gates Hotel Key West. On Day 4, after breakfast, drive to Orlando (7 hours) to visit the Kennedy Space Center, and stay at the Waldorf Astoria Orlando. Day 5 will be spent enjoying a full day at Magic Kingdom and Epcot. On Day 6, drive to Tampa (1 hour) to visit Busch Gardens and Ybor City, staying at The Westin Tampa Bay. Finally, on Day 7, after breakfast, you’ll drive back to Miami for your return flight home."
USA,Montana (Glacier National Park),5,6,2400,"Arrive in Kalispell, Montana, and transfer to Glacier National Park (45 minutes), checking in at Lake McDonald Lodge or similar. On Day 2, enjoy a scenic drive along Going-to-the-Sun Road, with stops at Logan Pass and St. Mary Lake, returning to the lodge for the night. Day 3 starts with hiking the Avalanche Lake Trail, offering wildlife spotting opportunities, and staying again at the Lake McDonald Lodge. On Day 4, drive to the Many Glacier area (1 hour) to hike the Grinnell Glacier Trail and enjoy views of Swiftcurrent Lake, staying at Many Glacier Hotel or similar. Finally, on Day 5, after breakfast, transfer back to Kalispell for your return flight home."
USA,"Napa Valley, Sonoma",4,5,1800,"Arrive in San Francisco, then drive to Napa Valley (1.5 hours), check in at Andaz Napa, and enjoy a wine tasting at local vineyards. On Day 2, after breakfast, take a Napa Valley wine tour visiting renowned wineries such as Castello di Amorosa and Robert Mondavi, returning to the hotel for the night. Day 3 starts with breakfast, followed by a short drive to Sonoma (30 minutes) to explore Sonoma Plaza, vineyards, and tasting rooms, staying overnight at Fairmont Sonoma Mission Inn. On Day 4, enjoy breakfast before returning to San Francisco for your flight home."
USA,"Nashville, Great Smoky Mountains",5,6,2400,"Arrive in Nashville, check in at Omni Nashville Hotel, and relax. On Day 2, after breakfast, visit the Country Music Hall of Fame and explore Broadway’s music venues, returning to the hotel for the night. Day 3 begins with breakfast, followed by a 3-hour drive to Great Smoky Mountains National Park to explore Cades Cove and Clingmans Dome, then stay at Gatlinburg Lodge. On Day 4, enjoy breakfast before a day of hiking, scenic drives, and wildlife spotting in the Smoky Mountains, returning to Gatlinburg Lodge for the night. On Day 5, have breakfast before heading back to Nashville for your flight home."
USA,"Nashville, Memphis, Natchez, New Orleans",10,4,5243,"Join us for a little jazz, home cookin' from local Southerners, country music and a whole lot of Rock 'n' Roll on this inspiring American South tour showcasing the rich culture of Memphis, Nashville, Natchez and New Orleans, plus a trip to Elvis’s iconic Graceland. Day 1 The beating heart of America's Music City will chart your pace as you prepare to embark on a leisurely pilgrimage to discover the tastes and sounds of the South. This evening, join your Travel Director and fellow travellers for a Welcome Dinner. Day 2 The famous Nashville Sound comes alive this morning as RCA Studio B reveals the legends of Elvis Presley, Jim Reeves and Roy Orbison. Dive Into Culture and gain insights into the life and music of Johnny Cash during a private performance of original Cash tunes with one of Johnny's family members. Our acoustic journey continues with a visit to the Country Music Hall of Fame and Museum to see Elvis' Solid Gold Cadillac limousine and Jim Reeves' tuxedo jacket. This evening, enjoy a live show at the iconic Grand Ole Opry. Day 3 Continue your discovery of Nashville by exploring the Johnny Cash Museum. With the remainder of the day at your leisure choose to visit the Ryman Auditorium, where Johnny & June first met, a hop-on-hop-off trolley, or a memorable MAKE TRAVEL MATTER® visit to the National Museum of African American Music - celebrating the music genres created, inspired and influenced by African Americans. Or perhaps you'll enjoy the opportunity to amble through Broadway's honky-tonk scene or enjoy the gut-busting flavours of homemade chicken or biscuits. Day 4 Head to Memphis' famous Beale Street, the birthplace of Blues, Soul, and Rock 'n' Roll, for a tour where we'll meet a musician and Local Specialist to learn about the musical heritage of Memphis. Continue your Memphis sightseeing with a visit to the Lorraine Motel where civil rights activist Dr. Martin Luther King Jr. was tragically assassinated and one of the most significant locations of the Civil Rights Movement. Then MAKE TRAVEL MATTER® as you explore one of the most significant sites in town and one of the premier heritage and cultural museums, the National Civil Rights Museum. “Walk through history” in interactive exhibits that show how the heroes and lessons from the civil rights movement continue to impact equality all over the world. Enjoy a Regional Dinner of Southern cuisine this evening, capping off your tour of Memphis, past and present. Day 5 Worship at the altar of the King, Elvis Presley, and head to Graceland, paying tribute to the man who changed the face of American popular music and culture. Then, pay a visit to Sun Studios, which sought to immortalize the raw energy of Beale Street, recording the first Rock 'n' Roll single in 1951. This evening is free. Day 6 Kick off the day’s sightseeing with a musical morning at the Memphis Rock 'n' Soul Museum exploring the blues, country, and gospel of the rural South before leaving for Natchez, Mississippi. You’ll arrive in Natchez on the banks of the Mississippi, surrounded by the antebellum homes. The best way to experience Natchez is with a taste of Southern hospitality and you’ll experience all this and more at tonight’s memorable Be My Guest experience at one of the region’s beautiful historic, private homes for a meal. Connect With Locals as hosts who have lived in the area for generations open their doors and share their stories as you enjoy dinner and backyard cocktails like Planter’s Punch paired with elevated Southern fare. Day 7 Today your travels take you deeper into an important part of Southern history. On this morning’s visit to a working cotton plantation, Frogmore Plantation and Gins, learn about Natchez planters and slavery in the South. Tour the property boasting 19 restored antebellum structures and equipment dating from the early 1800's including a Smithsonian quality steam gin listed on the National Register. You’ll learn how cotton was made and most importantly gain a better understanding of slavery in the South. Your tour brings you back into the present with a stop at its currently operating 900 bales-per-day cotton gin. Day 8 Let the good times roll in New Orleans today, tracing the cosmopolitan history of one of America's oldest cities with a Local Specialist, stopping at City Park and one of the ornate above-ground cemeteries. Spend the afternoon soaking up the laid-back vibes of The Big Easy. The afternoon is yours to explore on your own. Day 9 Today is yours to explore the French, Spanish and Creole sights and sounds of New Orleans. Why not join an optional experience at the Jean Lafitte National Historical Park exploring the scenic swamp and bayou, or take a stroll down Magazine Street for plenty of regional food and shopping. This evening, join your Travel Director and new friends for a memorable dinner including a private cooking demonstration hosted by a local chef showcasing Creole flavours at the New Orleans School of Cooking. Day 10 For now, it's ‘Au Revoir' New Orleans, but not ‘Adieu'. Make your own way to New Orleans International Airport or extend your stay in New Orleans."
